Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield_Diff_Pct=,Yield_Fixed,Discrepancy,median,std,Rainfall_Range,Lag_Yield_1,Lag_Rain_1,Mean_Rainfall,Mean_Yield,Rain_Anomaly,Year_Step,Year_Rain_Interaction,Fert_Rain_Interaction,State_Target_Encoded,Optimum_N,Optimum_P,Optimum_K,Optimum_Temp,Optimum_Humidity,Optimum_pH,Optimum_Rainfall,is_soil_patched,Actual_Temp,Temp_Deviation,Total Annual Ground Water Recharge,Annual Extractable Ground Water Resource,Current Annual Ground Water Extraction For Irrigation,Stage of Ground Water Extraction (%),Net Ground Water Availability for future use,Temp_Rain_Interaction,Soil_Nutrient_Index,Climate_Stress_Index,Variety,Seed_Rate_kg_per_ha,Yield_Potential_quintal_per_ha,Recommended_Season,Key_Characteristics,Heat_Stress_Quadratic,Harmonic_Resource_Index,Growth_Power_Law,Synergy_Log,Nutrient_Efficiency_Index,Pesticide_Per_Area,Water_Fertilizer_Ratio,State_Avg_Rain,State_GW_Stress,Heat_Drought_Index,Growing_Stress,Rain_Efficiency,District,Season_Target_Encoded,Proxy_Drought_Stress,Proxy_Soil_Quality,Crop_Kc_Peak,Crop_Maturity,Crop_Water_Req
Arhar/Tur,2011,Rabi,Andhra Pradesh,2841.0,861.9,167.52,0.33,0.0819797093889961,0.4959521295318549,0.0406580115318549,0.8036025462784775,0.3523491190733347,"(742.6, 899.2]",0.5048627354425704,1297.0,951.4722222222222,0.5311595690298874,-89.5722222222222,1,-89.5722222222222,144.385488,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,24.55,-3.1917622259,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,21.159645,0.0,-0.7245685533013337,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",10.18734610668212,280.5181339956517,242.83874856059884,0.5863112047965452,1.9999999880611273e-06,0.00011615628295805834,5.145057275877165,900,0.6,-0.13851043621830184,0.6984615830339552,33.73385518590998,ANANTAPUR,2.4723972381733534,37.30000000000007,0.08094462594096337,1.05,90,400
Arhar/Tur,2011,Kharif,Andhra Pradesh,478657.0,861.9,167.52,0.33,0.4406608141827053,0.3022602824151741,0.1331942625848259,0.8036025462784775,0.3523491190733347,"(742.6, 899.2]",0.4959521295318549,861.9,951.4722222222222,0.5311595690298874,-89.5722222222222,1,-89.5722222222222,144.385488,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,28.83,1.0882377740999978,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,24.848577,0.0,-1.1862911022091231,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",1.1842614529781177,280.5181339956517,270.01100320790374,0.5863112047965452,1.9999999880611273e-06,6.894289647896314e-07,5.145057275877165,900,0.6,0.04722541283830178,0.9632273728126085,28.893731143144485,ANANTAPUR,2.9036281384997036,37.30000000000007,0.049332070657708,1.05,90,400
Arhar/Tur,2012,Kharif,Andhra Pradesh,480000.0,968.7,150.8,0.31,0.1254183264533832,0.5229166666666667,0.0655833333333333,0.8036025462784775,0.3523491190733347,"(899.2, 1024.9]",0.3022602824151741,861.9,951.4722222222222,0.5311595690298874,17.227777777777874,2,34.45555555555575,146.07996,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,28.93,1.1882377740999992,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,28.024491,0.0,-1.5172599139456662,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",1.4119090077981207,260.9735790237185,252.48457537124472,0.5803357610613293,1.9999999867374007e-06,6.458333333319878e-07,6.4237400104526525,900,0.6,-0.08928268291517205,0.8630967309477157,32.36551954560642,ANANTAPUR,2.9036281384997036,0.0,0.08682625512847209,1.05,90,400
Arhar/Tur,2013,Kharif,Andhra Pradesh,182826.0,1062.3,144.48999999999998,0.26999999999999996,0.2375979411403433,0.5631255948278692,0.1337974821721308,0.8036025462784775,0.3523491190733347,"(1024.9, 1129.5]",0.5229166666666667,968.7,951.4722222222222,0.5311595690298874,110.82777777777778,3,332.4833333333333,153.49172699999997,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,28.2,0.4582377740999988,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,29.95686,0.0,-1.2208845536233357,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",0.20998185761212151,254.38017874263093,241.35558538638284,0.5682280788794958,1.999999986158212e-06,1.476814019879684e-06,7.352065836029721,900,0.6,-0.0820352419115758,0.7478980532305088,36.380136986301366,ANANTAPUR,2.9036281384997036,0.0,0.0941664691501817,1.05,90,400
Arhar/Tur,2013,Rabi,Andhra Pradesh,1298.0,1062.3,144.48999999999998,0.26999999999999996,0.0475294117031972,0.7727272727272727,0.0367272727272727,0.8036025462784775,0.3523491190733347,"(1024.9, 1129.5]",0.5631255948278692,1062.3,951.4722222222222,0.5311595690298874,110.82777777777778,3,332.4833333333333,153.49172699999997,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,25.31,-2.431762225900002,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,26.886813,0.0,-0.7876969386958231,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",5.913467523314131,254.38017874263093,224.73243524217,0.5682280788794958,1.999999986158212e-06,0.00020801232649613838,7.352065836029721,900,0.6,0.4353421165789903,0.602460359258911,40.37628278221209,CHITTOOR,2.4723972381733534,0.0,0.12921628772888377,1.05,90,400
Arhar/Tur,2014,Kharif,Andhra Pradesh,148980.0,687.6,150.96,0.33,0.2680391633230622,0.5004698617264063,0.1341455232735937,0.8036025462784775,0.3523491190733347,"(301.29900000000004, 742.6]",0.7727272727272727,1062.3,951.4722222222222,0.5311595690298874,-263.8722222222221,4,-1055.4888888888886,103.80009600000001,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,29.5,1.7582377740999997,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,20.2842,0.0,-0.1889366861973374,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",3.0914000702721207,247.56748853031988,255.93599879291693,0.5863112047965452,1.9999999867514576e-06,2.21506242447164e-06,4.554848936441117,900,0.6,0.41643500665143174,1.2637961080453093,22.544262295081968,ANANTAPUR,2.9036281384997036,211.60000000000002,0.08308460422502241,1.05,90,400
Arhar/Tur,2014,Rabi,Andhra Pradesh,1564.0,687.6,150.96,0.33,0.0710555554647624,0.782608695652174,0.0556086956521739,0.8036025462784775,0.3523491190733347,"(301.29900000000004, 742.6]",0.5004698617264063,687.6,951.4722222222222,0.5311595690298874,-263.8722222222221,4,-1055.4888888888886,103.80009600000001,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,24.8,-2.9417622259,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,17.05248,0.0,0.0708463299269488,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",8.65396499373212,247.56748853031988,228.2374754256153,0.5863112047965452,1.9999999867514576e-06,0.0002109974423203341,4.554848936441117,900,0.6,-0.6967503429601111,0.8931745570723207,26.651162790697676,EAST GODAVARI,2.4723972381733534,211.60000000000002,0.12992337543967455,1.05,90,400
Arhar/Tur,2015,Kharif,Andhra Pradesh,215323.0,940.7,157.91,0.32999999999999996,0.0305648726042848,0.5974930685528252,0.0182622995528252,0.8036025462784775,0.3523491190733347,"(899.2, 1024.9]",0.782608695652174,687.6,951.4722222222222,0.5311595690298874,-10.772222222222126,5,-53.86111111111063,148.545937,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,29.15,1.408237774099998,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,27.421405,0.0,-1.5004622388664357,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",1.9831336284021173,270.4252424940329,261.5843798538518,0.5863112047965452,1.999999987334558e-06,1.5325812848533012e-06,5.957190767163633,900,0.6,-0.062049988492530656,0.9023282361686311,31.200663349917086,ANANTAPUR,2.9036281384997036,0.0,0.09846074298051187,1.05,90,400
Arhar/Tur,2015,Rabi,Andhra Pradesh,4995.0,940.7,157.91,0.32999999999999996,0.0749467164820395,0.6950950950950952,0.0520950950950951,0.8036025462784775,0.3523491190733347,"(899.2, 1024.9]",0.5974930685528252,940.7,951.4722222222222,0.5311595690298874,-10.772222222222126,5,-53.86111111111063,148.545937,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,24.56,-3.181762225900002,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,23.103592000000003,0.0,-1.1111745223701197,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",10.123610862164133,270.4252424940329,233.61518975587694,0.5863112047965452,1.999999987334558e-06,6.606606605283962e-05,5.957190767163633,900,0.6,0.14019529452633797,0.6405369013486247,36.803599374021914,EAST GODAVARI,2.4723972381733534,0.0,0.11454455809996024,1.05,90,400
Arhar/Tur,2016,Kharif,Andhra Pradesh,342883.0,890.0,153.25,0.35000000000000003,0.3089787432879021,0.3766882580938687,0.1163886649061312,0.8036025462784775,0.3523491190733347,"(742.6, 899.2]",0.6950950950950952,940.7,951.4722222222222,0.5311595690298874,-61.47222222222217,6,-368.833333333333,136.3925,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,28.81,1.0682377740999982,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,25.6409,0.0,-1.3277616551681954,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",1.1411319420141188,261.4761577412391,254.48539868289754,0.5922355757385787,1.999999986949429e-06,1.0207563512888632e-06,5.807504040407804,900,0.6,0.013041748629411775,0.931555667789001,29.855753102985577,ANANTAPUR,2.9036281384997036,9.200000000000045,0.06238032634014141,1.05,90,400
Arhar/Tur,2016,Rabi,Andhra Pradesh,6555.0,890.0,153.25,0.35,0.172782036631067,0.5824561403508772,0.1006379583508772,0.8036025462784775,0.3523491190733347,"(742.6, 899.2]",0.3766882580938687,890.0,951.4722222222222,0.5311595690298874,-61.47222222222217,6,-368.833333333333,136.3925,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,25.92,-1.8217622258999988,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,23.068800000000003,0.0,-1.1623634206709812,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",3.3188176077161184,261.4761577412391,237.33588985771885,0.5922355757385787,1.999999986949429e-06,5.339435544570642e-05,5.807504040407804,900,0.6,-0.022241270238512804,0.7540363636363638,33.06092124814264,EAST GODAVARI,2.4723972381733534,9.200000000000045,0.09645589777012041,1.05,90,400
Arhar/Tur,2017,Kharif,Andhra Pradesh,275367.0,868.2,157.44,0.38,0.3395923362913877,0.4237799010048408,0.1439124069951592,0.8036025462784775,0.3523491190733347,"(742.6, 899.2]",0.5824561403508772,890.0,951.4722222222222,0.5311595690298874,-83.27222222222213,7,-582.9055555555549,136.68940800000001,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,29.11,1.368237774099999,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,25.273302,0.0,-1.155564609089808,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",1.8720746064741196,266.5446136248496,260.8337643227889,0.6010282582998907,1.9999999872967482e-06,1.3799765403938019e-06,5.514481672291148,900,0.6,0.04980932185402882,0.9749103773584904,28.83427432746596,ANANTAPUR,2.9036281384997036,31.0,0.06986869452256597,1.05,90,400
Arhar/Tur,2017,Rabi,Andhra Pradesh,4148.0,868.2,157.44,0.38,0.3278137886388415,0.8182256509161041,0.268225650916104,0.8036025462784775,0.3523491190733347,"(742.6, 899.2]",0.4237799010048408,868.2,951.4722222222222,0.5311595690298874,-83.27222222222213,7,-582.9055555555549,136.68940800000001,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,25.14,-2.6017622259,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,21.826548000000003,0.0,-0.8848066183577226,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",6.769166680120122,266.5446136248496,236.77564804350752,0.6010282582998907,1.9999999872967482e-06,9.16104146355809e-05,5.514481672291148,900,0.6,-0.09471454052110988,0.7271279337321676,33.21346595256312,EAST GODAVARI,2.4723972381733534,31.0,0.13490106047698555,1.05,90,400
Arhar/Tur,2018,Kharif,Andhra Pradesh,245675.0,1220.5,162.2,0.35,0.7311019716426509,0.1799654014449984,0.1315730605550015,0.8036025462784775,0.3523491190733347,"(1129.5, 1274.7]",0.8182256509161041,868.2,951.4722222222222,0.5311595690298874,269.0277777777778,8,2152.2222222222226,197.96509999999998,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,28.74,0.998237774099998,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,35.077169999999995,0.0,-0.3306058924518567,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",0.9964786536401185,286.3457020269824,263.77572477848867,0.5922355757385787,1.999999987669544e-06,1.4246463824099942e-06,7.5246608660625105,900,0.6,-0.35398109747497164,0.6762076135898485,41.0390047074647,ANANTAPUR,2.9036281384997036,0.0,0.02952684118501618,1.05,90,400
Arhar/Tur,2018,Rabi,Andhra Pradesh,4099.0,1220.5,162.20000000000002,0.35000000000000003,0.0601405323620443,0.3298365454989022,0.0198365454989021,0.8036025462784775,0.3523491190733347,"(1129.5, 1274.7]",0.1799654014449984,1220.5,951.4722222222222,0.5311595690298874,269.0277777777778,8,2152.2222222222226,197.9651,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,24.98,-2.7617622259,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,30.48809,0.0,0.0564868291228992,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",7.627330592408123,286.3457020269824,240.46095488375505,0.5922355757385787,1.999999987669544e-06,8.538667965713913e-05,7.52466086606251,900,0.6,0.9793374374861823,0.5108476463364716,46.97844495765974,EAST GODAVARI,2.4723972381733534,0.0,0.05411613131058929,1.05,90,400
Arhar/Tur,2019,Rabi,Andhra Pradesh,5940.0,899.2,171.76,0.37000000000000005,0.3183346672295415,0.6308080808080808,0.2008080808080808,0.8036025462784775,0.3523491190733347,"(742.6, 899.2]",0.3298365454989022,1220.5,951.4722222222222,0.5311595690298874,-52.272222222222126,9,-470.4499999999992,154.44659199999998,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,24.88,-2.861762225900001,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,22.372096,0.0,-0.9789644178916342,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",8.18968303758813,288.4264450260207,249.063329172001,0.5981097395436683,1.9999999883558456e-06,6.228956227907584e-05,5.2352118931345375,900,0.6,-0.005717172038423787,0.6876409686736279,34.74497681607419,ANANTAPUR,2.4723972381733534,0.0,0.10253868520279553,1.05,90,400
Arhar/Tur,2019,Kharif,Andhra Pradesh,237647.0,899.2,171.76,0.37,0.0863803722070751,0.4816008617823915,0.0416008617823915,0.8036025462784775,0.3523491190733347,"(742.6, 899.2]",0.6308080808080808,899.2,951.4722222222222,0.5311595690298874,-52.272222222222126,9,-470.4499999999992,154.44659199999998,5.539643210361212,20.73,67.73,20.29,27.7417622259,48.0616330847,5.794174879790001,149.4575638135,1,29.35,1.608237774100001,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,26.39152,0.0,-1.2541123984668392,UPAS-120,15.0,18.0,Kharif,"Short duration, suitable for rotation",2.5864287380421254,288.4264450260207,277.7601195550047,0.5981097395436683,1.9999999883558456e-06,1.5569310784417353e-06,5.2352118931345375,900,0.6,0.0032129056530298627,0.9569234614530105,29.627677100494235,ANANTAPUR,2.9036281384997036,0.0,0.0782848550329907,1.05,90,400
Bajra,2010,Rabi,Andhra Pradesh,15988.0,1297.0,166.11,0.24,0.3478192146156872,1.0791843882912184,0.3753610667087816,1.062337230482559,0.8470902892560811,"(1274.7, 1350.9]",1.6539015933616426,1297.0,952.3789473684212,1.6484610157324422,344.6210526315789,0,0.0,215.44467,5.539643210361212,70.0,40.0,40.0,30.0,45.0,7.5,500.0,1,25.2,-4.800000000000001,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,32.6844,0.0,0.8726465542828743,Pusa-23,5.0,22.0,Kharif,"Hybrid, drought tolerant",23.040000000000006,294.5023561709067,245.68891960400876,0.559006472615316,1.999999987959786e-06,1.5011258442893967e-05,7.808078936800439,900,0.6,2.109655937846837,0.48924499229583973,49.50381679389313,ANANTAPUR,2.4723972381733534,0.0,0.1763761591966129,1.15,120,600
Bajra,2011,Kharif,Andhra Pradesh,32415.0,861.9,167.51999999999998,0.33,0.166347346642905,1.4655560697208083,0.2437913637208082,1.062337230482559,0.8470902892560811,"(742.6, 899.2]",1.0791843882912184,1297.0,952.3789473684212,1.6484610157324422,-90.47894736842112,1,-90.47894736842112,144.38548799999998,5.539643210361212,70.0,40.0,40.0,30.0,45.0,7.5,500.0,1,28.83,-1.1700000000000017,2121785.2,2015268.51,785040.41,43.92153846153846,1231396.3,24.848577,0.0,-1.163921047116909,Pusa-23,5.0,22.0,Kharif,"Hybrid, drought tolerant",1.368900000000004,280.5181339956516,270.01100320790374,0.5863112047965452,1.9999999880611273e-06,1.0180472003387924e-05,5.145057275877166,900,0.6,-0.05077358490566044,0.9632273728126085,28.893731143144485,ANANTAPUR,2.9036281384997036,37.30000000000007,0.23919423023959366,1.15,120,600
